,,,,,,,,,,,,,
,,,,,,,,,,,,,
Expenditure over £500,,,,,,,,,,,,,
<<For the period from 01 April 2017 to 30 June 2017>>,,,,,,,,,,,,,
,,,,,,,,,,,,,
Service Area,,Expenditure Catergory,,Expenditure Code,Description,,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name,
Business Improvement,,Postage & Carriage,,D3501,Postage,,09/05/2017,1037224 - 0,"3,680.86",Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Postage & Carriage,,D3501,Postage,,09/05/2017,1037225 - 0,"1,520.52",Revenue,20019101,CRITIQOM LTD,
Business Improvement,,General Contracted Services,,D3401,Temporary staff,,23/05/2017,1037228 - 0,"1,600.00",Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC),
Business Improvement,,Photocopying/Paper Supplies,,D3306,L80PRIM,,23/05/2017,1037246 - 0,"5,437.11",Revenue,20018722,SHARP BUSINESS SYSTEMS UK PLC,
Business Improvement,,Network Rental,,D3531,UK13210682,,16/05/2017,1037263 - 1,"4,716.67",Revenue,20016588,VODAFONE LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Application support services May 2017,,31/05/2017,1037293 - 0,"2,300.00",Revenue,20019354,INTEGRA ASSOCIATES,
Business Improvement,,Software Purchase,,D3511,DWP LA Data Sharing Programme to 31/03/2017,,31/05/2017,1037304 - 0,"7,081.65",Revenue,20011589,CAPITA BUSINESS SERVICES LTD,
Business Improvement,,General Stationery Supplies,,D3301,KT11 Business Improvement,,31/05/2017,1037386 - 0,"1,648.21",Revenue,20007849,LYRECO UK LTD,
Business Improvement,,Hardware Rental,,D3521,01/06/17 to 31/08/17,,16/05/2017,1037387 - 0,919.85,Revenue,20008022,NEOPOST FINANCE LIMITED,
Business Improvement,,Hardware Purchase,,D3520,StoreVirtual 4335 Hybrid Renew Storage,,06/06/2017,1037403 - 0,"14,000.00",Revenue,20019579,F15 TECHNOLOGY LTD T/A 4NETWORKS.CO.UK,
Business Improvement,,Postage & Carriage,,D3501,Postage,,23/05/2017,1037419 - 0,727.72,Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,SolutionCare Maintenance & Support Plus Speech Recognition & Tuning,,06/06/2017,1037456 - 0,"38,205.00",Revenue,20017849,NETCALL TELECOM LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Verto Annual licence renewal 01/04/17 to 31/03/18,,23/05/2017,1037474 - 0,"5,500.00",Revenue,20018517,TMI SYSTEMS LIMITED,
Business Improvement,,Staff Advertising,,A0702,CIPD Online Ref 47145,,23/05/2017,1037504 - 0,"1,100.00",Revenue,20009528,HAYMARKET MEDIA GROUP,
Business Improvement,,Postage & Carriage,,D3501,Postage,,31/05/2017,1037517 - 0,707.31,Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Short Courses,,A0622,NVQ3 ,,23/05/2017,1037524 - 0,"2,400.00",Revenue,20019565,ACTIVATE ENTERPRISE,
Business Improvement,,External Telephone Charges,,D3503,62 mobiles Account 601508574/00001,,23/05/2017,1037549 - 1,728.57,Revenue,20008028,VODAFONE LIMITED (CORPORATE),
Business Improvement,,Software Maintenance/Running Costs,,D3513,Autodesk Building Design Suite Standard Comm,,13/06/2017,1037572 - 0,"7,590.00",Revenue,20013113,CADLINE LTD,
Business Improvement,,Consultants Fees,,D3411,Mar-17,,23/05/2017,1037605 - 0,"5,012.50",Revenue,20017632,DURADIAMOND HEALTHCARE LTD,
Business Improvement,,Contract Printing (External),,D3303,Core,,23/05/2017,1037609 - 0,"1,520.11",Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Online Services,,D3510,E-Series Capped Access,,06/06/2017,1037620 - 0,"1,220.00",Revenue,20009660,EXPERIAN LTD,
Business Improvement,,Hospitality,,D3803,Catering ,,13/06/2017,1037626 - 0,"3,484.60",Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,HBSMR Database 01/06/17 to 31/03/2018,,13/06/2017,1037629 - 0,"5,172.00",Revenue,20009966,EXEGESIS SDM LTD,
Business Improvement,,Short Courses,,A0622,DSE Assessment Foundation Course,,31/05/2017,1037630 - 0,805.5,Revenue,20009620,POSTURITE LTD,
Business Improvement,,Hardware Purchase,,D3520,5920AF-24XG Renew Switch,,13/06/2017,1037632 - 0,"5,816.00",Revenue,20019579,F15 TECHNOLOGY LTD T/A 4NETWORKS.CO.UK,
Business Improvement,,Contract Printing (External),,D3303,CT printing for April 2017,,13/06/2017,1037637 - 0,"3,943.00",Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL,
Business Improvement,,Hardware Rental,,D3521,Rental charge for the period 01/05/17 to 31/07/17,,06/06/2017,1037660 - 0,"1,005.11",Revenue,20018722,SHARP BUSINESS SYSTEMS UK PLC,
Business Improvement,,Hardware Rental,,D3521,For the period 01/05/2017 to 31/07/2017,,06/06/2017,1037661 - 0,"2,964.55",Revenue,20018722,SHARP BUSINESS SYSTEMS UK PLC,
Business Improvement,,Subscriptions,,D3703,XpertHR UK Standard 31/05/17-30/05/18,,13/06/2017,1037672 - 0,"2,362.50",Revenue,20010691,REED BUSINESS INFORMATION LTD,
Business Improvement,,Subscriptions,,D3703,XpertHR UK Standard 31/05/17-30/05/18,,13/06/2017,1037672 - 1,"2,362.50",Revenue,20010691,REED BUSINESS INFORMATION LTD,
Business Improvement,,IT Skills Development,,A0638,Strategic Consultancy Payroll - Scoping & Strategic Report,,13/06/2017,1037681 - 0,"2,500.00",Revenue,20007875,MIDLAND HR,
Business Improvement,,Software Maintenance/Running Costs,,D3513,"TECHNICAL SUPPORT, SUPPORT & MAINTENANCE 01.04.2017-31.03.2018",,31/05/2017,1037694 - 0,"35,600.00",Revenue,20008268,UNIT 4 BUSINESS SOFTWARE LTD.,
Business Improvement,,IT Skills Development,,A0638,ONSITE TRAINING,,06/06/2017,1037712 - 0,"1,350.00",Revenue,20016801,BYTES SOFTWARE SERVICES LTD,
Business Improvement,,Postage & Carriage,,D3501,DAILY LETTERS,,06/06/2017,1037718 - 0,754.79,Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,ADVANCED CACHE MANAGEMENT SUPPORT,,20/06/2017,1037723 - 0,749.93,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD,
Business Improvement,,Furniture & Equipment Purchase,,D3001,POSITIV PLUS HIGH BACK CHAIR,,31/05/2017,1037730 - 0,602.69,Revenue,20009620,POSTURITE LTD,
Business Improvement,,Short Courses,,A0622,Temporary staff,,31/05/2017,1037732 - 0,"2,174.97",Revenue,20019520,JTL TRAINING,
Business Improvement,,Postage & Carriage,,D3501,DAILY LETTERS,,13/06/2017,1037760 - 0,645.68,Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,LGPS Quarterly 01/07/17 to 30/09/17,,20/06/2017,1037772 - 0,925.65,Revenue,20007875,MIDLAND HR,
Business Improvement,,Software Maintenance/Running Costs,,D3513,RTI & Pension Reform Rental 01/07/17 to 30/09/17,,20/06/2017,1037773 - 0,514.25,Revenue,20007875,MIDLAND HR,
Business Improvement,,Software Maintenance/Running Costs,,D3513,iTrent rental 01/07/17 to 30/09/17,,20/06/2017,1037774 - 1,"5,656.75",Revenue,20007875,MIDLAND HR,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Managed service & Hardware 01/07/17 to 30/09/17,,20/06/2017,1037775 - 1,"8,963.61",Revenue,20007875,MIDLAND HR,
Business Improvement,,External Telephone Charges,,D3503,601508574/00001,,06/06/2017,1037806 - 1,711.89,Revenue,20008028,VODAFONE LIMITED (CORPORATE),
Business Improvement,,Travel Scheme Discount,,C2505,Staff discount orders 02/04/17 to 29/04/17,,06/06/2017,1037818 - 1,"1,619.00",Revenue,20006596,OXFORD BUS COMPANY LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,ca-3022516 May 2017,,06/06/2017,1037819 - 1,784,Revenue,20006940,BT GLOBAL SERVIES,
Business Improvement,,Software Maintenance/Running Costs,,D3513,INOVEM Consult 01/04/17 to 31/03/18,,06/06/2017,1037856 - 0,"6,150.00",Revenue,20015282,INOVEM LTD,
Business Improvement,,Consultants Fees,,D3411,April 2017 Monthly rate,,06/06/2017,1037857 - 0,"5,492.50",Revenue,20017632,DURADIAMOND HEALTHCARE LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Unit 4 Agresso Support & maintenance 01/01/17 to 31/03/17,,13/06/2017,1037885 - 0,"8,900.00",Revenue,20008268,UNIT 4 BUSINESS SOFTWARE LTD.,
Business Improvement,,General Contracted Services,,D3401,DCS BANDWIDTH & CONNECTIVITY,,27/06/2017,1037917 - 0,"1,900.00",Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC),
Business Improvement,,General Contracted Services,,D3401,SCC Contract Reference:- DCS381 01/04/17 to 30/04/17,,27/06/2017,1037918 - 1,"48,985.15",Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC),
Business Improvement,,General Contracted Services,,D3401,Temporary staff,,27/06/2017,1037919 - 0,"4,800.00",Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC),
Business Improvement,,Conferences/Seminars,,A0636,Building a Safety Culture Conference 25/05/17,,27/06/2017,1037928 - 0,"2,794.10",Revenue,20019577,MACNAUGHTON MCGREGOR LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Annual fee for 01/05/17 to 30/04/18,,09/06/2017,1037936 - 0,"6,410.00",Revenue,20015657,DUE NORTH LIMITED,
Business Improvement,,Hardware Purchase,,D3520,X240 10G SFP+ SFP+ 3m DAC Renew Cbl (JD097CR),,27/06/2017,1037972 - 0,576,Revenue,20019579,F15 TECHNOLOGY LTD T/A 4NETWORKS.CO.UK,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Annual Support Charge for DATAstoxMT Web,,27/06/2017,1037980 - 0,"2,000.00",Revenue,20011511,DATASTOX LIMITED,
Business Improvement,,General Stationery Supplies,,D3301,KT11 Business Improvement,,27/06/2017,1037984 - 0,"1,307.95",Revenue,20007849,LYRECO UK LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Invoice for June 2017,,13/06/2017,1037985 - 0,480,Revenue,20018572,AGILE COLLECTIVE LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,Temporary staff,,27/06/2017,1037988 - 0,"1,400.00",Revenue,20006509,SOCITM LIMITED,
Business Improvement,,Contract Printing (External),,D3303,Core,,27/06/2017,1038052 - 0,937.6,Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Postage & Carriage,,D3501,Postage,,27/06/2017,1038056 - 0,786.53,Revenue,20019101,CRITIQOM LTD,
Business Improvement,,Network Rental,,D3531,UK13210682,,20/06/2017,1038065 - 1,"4,716.67",Revenue,20016588,VODAFONE LTD,
Business Improvement,,Rent,,B1701,Rent & S/Charge 3-5 Bank Court Chambers 24/06/17 to 28/09/17,,20/06/2017,1038075 - 1,"5,487.48",Revenue,20017686,WORKMAN LLP,
Business Improvement,,Rent,,B1701,Gloucester Green Rent & S/Charge 24/06/17 to 28/09/17,,20/06/2017,1038076 - 1,"12,612.64",Revenue,20017686,WORKMAN LLP,
Business Improvement,,Travel Scheme Discount,,C2505,Staff discount scheme 30/04/17 to 27/05/17,,20/06/2017,1038081 - 1,"1,163.20",Revenue,20006596,OXFORD BUS COMPANY LTD,
Business Improvement,,Health Screening,,D3428,FME REPORT,,20/06/2017,1038117 - 0,699,Revenue,20017632,DURADIAMOND HEALTHCARE LTD,
Business Improvement,,Conferences/Seminars,,A0636,OXCITY2,,20/06/2017,1038190 - 0,"1,918.00",Revenue,20016197,THE KING'S CENTRE LTD,
Business Improvement,,Consultants Fees,,D3411,Contract 40020002 ,,27/06/2017,1038269 - 0,"6,175.00",Revenue,20014438,NORTHGATE ARINSO UK LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Application Support Services June 2017,,27/06/2017,1038311 - 0,"2,200.00",Revenue,20019354,INTEGRA ASSOCIATES,
Business Improvement,,Consultants Fees,,D3411,Monthly Rate,,27/06/2017,1038330 - 1,"5,151.88",Revenue,20017632,DURADIAMOND HEALTHCARE LTD,
Business Improvement,,Software Maintenance/Running Costs,,D3513,Quote 482151,,27/06/2017,1038354 - 0,"3,070.01",Revenue,20016801,BYTES SOFTWARE SERVICES LTD,
Business Improvement,,Consultants Fees,,D3411,Invoice 16105004 XL Print V4 Upgrade,,07/04/2017,46291798 - 1,"4,340.00",Revenue,20009010,DOCUMENT OUTPUT SOLUTIONS LTD,
Business Improvement,,Network Rental,,D3531,WAN BILL DEC 2016 UK10/122016/2759,,04/04/2017,46293217 - 1,"2,493.96",Revenue,20008028,VODAFONE LIMITED (CORPORATE),
Business Improvement,,Consultants Fees,,D3411,"1 initial assessment, 4 subsequent treatments",,25/04/2017,46293331 - 1,225,Revenue,20011499,TOPS,
Business Improvement,,Consultants Fees,,D3411,2  subsequent treatments,,25/04/2017,46293331 - 16,84,Revenue,20011499,TOPS,
Business Improvement,,General Contracted Services,,D3401,OP/M287005,,25/04/2017,46293408 - 1,"45,601.03",Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC),
Business Improvement,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 8,"3,935.62",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 9,"10,216.00",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 10,"1,150.52",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 11,"26,733.50",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Consultants Fees,,D3411,1 initial assessment,,31/05/2017,46293671 - 2,57,Revenue,20011499,TOPS,
Business Improvement,,Consultants Fees,,D3411,2 subsequent treatment,,31/05/2017,46293671 - 12,84,Revenue,20011499,TOPS,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,16/05/2017,46293675 - 5,"10,533.67",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,16/05/2017,46293675 - 6,"12,954.98",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Short Courses,,A0622,L3 DIPLOMA ICT PROFESSIONAL COMPETENCE,,23/05/2017,46293767 - 1,"1,000.00",Revenue,20019565,ACTIVATE ENTERPRISE,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,13/06/2017,46294016 - 9,"11,015.74",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,13/06/2017,46294016 - 10,"1,314.88",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,13/06/2017,46294016 - 11,"17,665.89",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Temporary Bureau Staffing,,A0108,,,13/06/2017,46294016 - 15,"2,104.51",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
Business Improvement,,Consultants Fees,,D3411,1 subsequent treatments,,31/05/2017,46294052 - 3,42,Revenue,20011499,TOPS,
Business Improvement,,Consultants Fees,,D3411,1 subsequent treatments,,31/05/2017,46294052 - 12,42,Revenue,20011499,TOPS,
Business Improvement,,Consultants Fees,,D3411,1 subsequent treatments,,27/06/2017,46294284 - 3,42,Revenue,20011499,TOPS,
Business Improvement,,Consultants Fees,,D3411,1 subsequent treatment,,27/06/2017,46294284 - 12,42,Revenue,20011499,TOPS,
Business Improvement,,Electricity,,B1501,Templars Square Customer Service Centre Acc: 421526096  Electricity 21/12/16 - 29/03/17,,03/05/2017,47019510 - 1,"1,973.08",Revenue,20002402,SOUTHERN ELECTRIC PLC,
Welfare Reform Team,,Grants,,D3701,ESF Community Grant Award 1st instalment 25%,,04/04/2017,1036392 - 0,"11,225.00",Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD,
Welfare Reform Team,,Grants,,D3701,FIRST INSTALMENT OF ESF COMMUNITY GRANT,,11/04/2017,1036458 - 0,"3,405.00",Revenue,20009795,ETHNIC MINORITY BUSINESS SERVICE,
Welfare Reform Team,,Grants,,D3701,1ST QUARTERLY PAYMENT FOR BUILDING BETTER OPPORTUNITIES,,11/04/2017,1036459 - 0,"3,720.80",Revenue,20019528,BASE 33 YOUTH CHARITY,
Welfare Reform Team,,Grants,,D3701,ESF COMMUNITY GRANT AWARD 2017-18,,11/04/2017,1036461 - 0,"6,600.00",Revenue,20017749,YELLOW SUBMARINE,
Welfare Reform Team,,Grants,,D3701,BUILDING BETTER OPPORTUNITIES PROGRAMME (Q1),,11/04/2017,1036462 - 0,"7,547.83",Revenue,20017749,YELLOW SUBMARINE,
Welfare Reform Team,,Grants,,D3701,"1st Instalment of 25% of ESF community grant, award as agreed",,04/04/2017,1036466 - 0,"4,670.50",Revenue,20004327,THE PORCH,
Welfare Reform Team,,Grants,,D3701,Aspire Oxfordshire Community Enterprise Limited,,04/04/2017,1036471 - 0,"14,551.89",Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD,
Welfare Reform Team,,Grants,,D3701,"Oxfordshire Motor Project TA, Red Barn Farm, Woodstock Road",,25/04/2017,1036472 - 0,"5,566.75",Revenue,20008142,TRAX,
Welfare Reform Team,,Grants,,D3701,1ST QUATERLY  PAYMENT FOR BUILDING BETTER OPPORTUNITIES PROG.,,11/04/2017,1036567 - 0,"5,566.25",Revenue,20019515,SOUTH OXFORDSHIRE FOOD & EDUCATION ALLIANCE,
Welfare Reform Team,,Grants,,D3701,1st quarterly payment for Building Better Opportunities Programme,,19/04/2017,1036668 - 0,"5,772.56",Revenue,20019527,BYHP,
Welfare Reform Team,,Grants,,D3701,1st INSTALMENT OF 25% OF ESF COMMUNITY GRANT AWARD,,03/05/2017,1036693 - 0,"1,713.75",Revenue,20018674,WORKERS EDUCATIONAL ASSOCIATION,
Welfare Reform Team,,Grants,,D3701,1st quarterly payment for Building Better Opports Programme as agreed,,19/04/2017,1036770 - 0,"1,675.00",Revenue,20014542,OXFORD UNITED YOUTH & COMMUNITY SPORTS TRUST,
Welfare Reform Team,,Grants,,D3701,1st INSTALATION OF 25% OF ESF COMMUNITY GRANT AWARD AS AGREED,,03/05/2017,1036965 - 0,"3,270.00",Revenue,20009273,ASYLUM WELCOME,
Welfare Reform Team,,Grants,,D3701,1ST QUARTERLY PAYMENT FOR BUILDING BETTER OPPORTUNITIES PROGRAMME.,,09/05/2017,1037110 - 0,600,Revenue,20019551,ACE TRAINING & CONSULTANCY LTD,
Welfare Reform Team,,Grants,,D3701,2nd Quarterly Payment for Building Better Opportunities Programme,,23/05/2017,1037467 - 0,"7,611.69",Revenue,20019515,SOUTH OXFORDSHIRE FOOD & EDUCATION ALLIANCE,
Welfare Reform Team,,Grants,,D3701,Building Better Opportunities Programme (Q2),,23/05/2017,1037475 - 0,"4,257.37",Revenue,20017749,YELLOW SUBMARINE,
Welfare Reform Team,,Grants,,D3701,Q2 Building Better Opportunuties Programme,,20/06/2017,1037791 - 0,"1,612.19",Revenue,20019528,BASE 33 YOUTH CHARITY,
Welfare Reform Team,,Grants,,D3701,Building Better Opportunities Programme 2nd Quarterly grant,,13/06/2017,1037989 - 0,"13,093.27",Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD,
Welfare Reform Team,,Grants,,D3701,1sq quarterly grant building better opportunities programme,,11/04/2017,46293316 - 1,"14,551.89",Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD,
Welfare Reform Team,,Grants,,D3701,Building Better Opportunities Programme 1st quarterly grant (correctly charged),,11/04/2017,46293318 - 1,"14,551.89",Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD,
Regeneration & Economy,,Services Maintenance (Planned),,B1103,REPAIRS 7021853,,11/04/2017,1036091 - 1,157.5,Revenue,20000210,BARKER & EVANS LTD,
Regeneration & Economy,,General Contracted Services,,D3401,Siteworks at Blackbird Leys Swimming Pool,,04/04/2017,1036211 - 0,"1,084.13",Revenue,20018026,UK GAS CONNECTION LTD,
Regeneration & Economy,,Consultants Fees,,D3411,"BOSSOMS BOATYARD LTD, NR BINSEY VILLAGE",,11/04/2017,1036425 - 0,"1,416.67",Revenue,20003549,BOSSOMS BOATYARD LTD,
Regeneration & Economy,,Services Maintenance (Planned),,B1103,INSPECTION & TEST CARRIED OUT AT VARIOUS PROPERTIES AS PER ATT.,,11/04/2017,1036549 - 0,926.25,Revenue,20000249,SSE CONTRACTING LTD,
Regeneration & Economy,,Consultants Fees,,D3411,This Invoice refers consultancy support,,06/06/2017,1036597 - 0,"2,160.00",Revenue,20019379,OXFORD RAIL STRATEGIES LTD,
Regeneration & Economy,,Reactive Maintenance & Minor Repairs,,B1101,STONE MASINRY AND BUILDING CONTRACTORS,,11/04/2017,1036602 - 0,"3,400.00",Revenue,20011508,D A MILES & SONS,
Regeneration & Economy,,Services Maintenance (Planned),,B1103,April 2016 Servicing & Mechanical works,,03/05/2017,1036614 - 1,157.5,Revenue,20000210,BARKER & EVANS LTD,
Regeneration & Economy,,Consultants Fees,,D3411,Negotiations with tenant regarding future occupation of the site.,,25/04/2017,1036671 - 0,"3,000.00",Revenue,20017937,FISHER GERMAN LLP,
Regeneration & Economy,,Consultants Fees,,D3411,"Management fee, Agricultural Portfolio 1st January - 31st March 2017.",,25/04/2017,1036677 - 0,"2,000.00",Revenue,20017937,FISHER GERMAN LLP,
Regeneration & Economy,,Consultants Fees,,D3411,"Our fee - 11.96 hours at £85/hour, South Hinksey Flood Barrier works.",,25/04/2017,1036678 - 0,"1,016.60",Revenue,20017937,FISHER GERMAN LLP,
Regeneration & Economy,,Consultants Fees,,D3411,MONTHLY CONSULTANCY FEE FOR MARCH 2017,,19/04/2017,1036700 - 0,"2,250.00",Revenue,20008541,KEMP & KEMP LLP,
Regeneration & Economy,,Services Maintenance (Planned),,B1103,To undertake monthly servicing & mechanical works,,13/06/2017,1036815 - 2,70,Revenue,20000210,BARKER & EVANS LTD,
Regeneration & Economy,,Services Maintenance (Planned),,B1103,To undertake monthly servicing & mechanical works,,13/06/2017,1036815 - 3,386.11,Revenue,20000210,BARKER & EVANS LTD,
Regeneration & Economy,,Consultants Fees,,D3411,Covered Market LTA proceedings Jan/Feb17,,25/04/2017,1036829 - 0,"3,045.00",Revenue,20018783,OSBORNE CLARKE,
Regeneration & Economy,,Reactive Maintenance & Minor Repairs,,B1101,"BRITISH TELECON REDCARE, RENTAL MAINTENANCE",,25/04/2017,1036844 - 1,"2,862.07",Revenue,20002633,ADT FIRE & SECURITY,
Regeneration & Economy,,Consultants Fees,,D3411,84/87 & part 55 Covered Market,,16/05/2017,1036860 - 0,"1,400.00",Revenue,20019171,GREEN & PARTNERS,
Regeneration & Economy,,Grants,,D3701,2016/17 RENT REIMBURSEMENT GRANT-BACK RENT,,25/04/2017,1036861 - 0,"9,801.37",Revenue,20018382,EXPERIENCE OXFORDSHIRE,
Regeneration & Economy,,Grants,,D3701,"QUARTER 1, 2017-18 RENT REIMBARSEMENT GRANT",,25/04/2017,1036862 - 0,"23,750.00",Revenue,20018382,EXPERIENCE OXFORDSHIRE,
