Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Narrative,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_19,£6291.40,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_2,£540.67,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_20,£6458.75,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_22,£3911.68,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_23,£3417.61,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_24,£10493.55,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_25,£2223.95,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_26,£7421.90,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_27,£1437.51,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_28,£6302.50,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_29,£1980.72,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_3,£4085.20,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_30,£2223.34,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Main Contractor,Y021,,21/04/2015,46285475_31,£6883.81,Capital,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_32,£6209.02,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_33,£2879.22,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_34,£3027.50,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_35,£3712.00,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_37,£1952.10,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_38,£1339.20,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_39,£7316.55,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_4,£1760.56,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_40,£3648.72,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_41,£1374.66,Revenue,20000200,Champion Employment Ltd
Oxford City Council,HRA,Main Contractor,y021,,21/04/2015,46285475_42,£4030.00,Capital,20000200,Champion Employment Ltd
Oxford City Council,HRA,Main Contractor,y021,,21/04/2015,46285475_43,£3907.45,Capital,20000200,Champion Employment Ltd
Oxford City Council,HRA,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_44,£2493.90,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_45,£2048.58,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_46,£2044.94,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_47,£1722.42,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_48,£4580.34,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_49,£11969.24,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_5,£4162.51,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_50,£17.39,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_51,£2966.68,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_52,£20737.05,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_53,£1920.64,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_54,£6068.14,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_55,£3663.00,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_56,£1392.80,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_57,£1802.31,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_58,£2308.21,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_6,£3607.50,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_7,£5301.20,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_8,£11480.20,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,21/04/2015,46285475_9,£5910.61,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Commission/Discount,K9472, ,12/05/2015,46285768_1,£-46.00,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_10,£4438.70,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_11,£1946.27,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_12,£6709.90,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_13,£1713.44,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_14,£7095.72,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_15,£1327.68,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_16,£1105.60,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_17,£1464.98,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_18,£914.15,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_19,£1852.06,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_2,£8351.80,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_20,£486.27,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_21,£1387.95,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_22,£1978.37,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_23,£11521.75,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_24,£3307.50,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_25,£1715.52,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_26,£2380.00,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_27,£1728.16,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Main Contractor,Y021,,12/05/2015,46285768_28,£11864.02,Capital,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_29,£5800.22,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_3,£1222.30,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_30,£276.60,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_31,£847.50,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_32,£1856.00,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_33,£2091.24,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_34,£984.89,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_35,£1355.94,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_36,£12682.02,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_37,£414.26,Revenue,20000200,Champion Employment Ltd
Oxford City Council,HRA,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_38,£1265.06,Revenue,20000200,Champion Employment Ltd
Oxford City Council,HRA,Main Contractor,Y021,,12/05/2015,46285768_39,£4805.00,Capital,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_4,£208.35,Revenue,20000200,Champion Employment Ltd
Oxford City Council,HRA,Main Contractor,Y021,,12/05/2015,46285768_40,£2921.52,Capital,20000200,Champion Employment Ltd
Oxford City Council,HRA,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_41,£5445.48,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_42,£1875.68,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_43,£352.58,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_44,£1794.63,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_45,£1778.64,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_46,£9926.73,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_47,£2461.55,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_48,£12722.62,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_49,£1895.26,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_5,£4254.08,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_50,£5070.71,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_51,£4247.26,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_52,£4441.89,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_53,£4695.57,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_54,£1960.67,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_55,£45.00,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_56,£132.30,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_6,£5191.52,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_7,£3051.48,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_8,£13558.56,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108, ,12/05/2015,46285768_9,£2647.41,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_1,£5370.47,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_10,£6315.20,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_11,£2434.75,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_12,£1499.04,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Business Improvement,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_13,£1848.35,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_14,£2135.02,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_15,£1330.96,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_16,£141.40,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_17,£2218.30,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_18,£2539.80,Revenue,20000200,Champion Employment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108, ,23/06/2015,46286283_19,£1779.29,Revenue,20000200,Champion Employment Ltd
