Month,Year,Area,Topic,Transaction,Telephone or Face to Face,Online,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning and Building Control,Planning,Enforcement,8,11,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning and Building Control,Planning,Listed Buildings; Conservation Area; TPO's; A4D,8,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),7,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Caretaking (1142),Communal repair - passed to Caretaker,7,,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning and Building Control,Planning,Building Control,7,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Sharps,7,5,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Business Rates,Connect Issue,6,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Gas,Gas Leak Reported,6,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Fixed Penalty Notices,Fixed Penalty Notices,6,1,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning and Building Control,Planning,Do I Require Planning Permission?,6,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disabled Discount Query,5,0,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,5,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Fraud Referral,5,0,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Business Rates,Move Into A Property,5,5,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Recharge form issued - NFA until returned,5,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Enforcement,5,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Exemption / Discount Cancellation,4,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Error Correction (discounts / exemptions),4,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Benefit on Two Homes,4,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Report of Dog Fouling,4,0,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning & Building Control,Planning,Callback request - pre-app advice,4,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Animal Fouling,4,21,,,,,,,,,,,,,,,,,,,,,
May,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Trade Waste,4,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Do I Qualify As A Student,3,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disregard Discount Query,3,0,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),3,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Repairs Exemption,3,0,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning & Building Control,Planning,Callback request - planning fee query,3,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Car Parks,3,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Universal Credit,2,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,2,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Keys_and_Locks(BMA_locksmiths_permission_EMAIL),2,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (Not appointed_case),2,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Connect Query,1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Fast,1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (Not done_case),1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Oxford City Homes,Repairs to Homes,Not OCC Property,1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning & Building Control,Planning,Callback request - app sent but not received,1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning & Building Control,Planning,Callback request - app info required advice,1,,,,,,,,,,,,,,,,,,,,,,
May,2016,Planning and Building Control,Planning,Boundary Disputes / High Hedges,1,,,,,,,,,,,,,,,,,,,,,,
May,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Public Toilets,1,0,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case,1218,58,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Bulky Waste Collections,1155,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Request for Information,1008,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Rent Query,811,5,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Repairs Emergency Work Order - Servitor Case,809,,,,,,,,,,,,,,,,,,,,,,
June,2016,Law and Governance,Electoral Services,Elections Query,694,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Garden Waste Renewal,687,333,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payments and Balance Query,659,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Gas,Gas Service Booked - Standard Wrap Up,647,,,,,,,,,,,,,,,,,,,,,,
June,2016,3Cs reports,3Cs reports,3Cs reports,552,199,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change in Circs,492,28,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Made,446,2350,,,,,,,,,,,,,,,,,,,,,
June,2016,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Tenancy Query,446,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Assessment Query,416,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Pest Control Treatment,Pest Control Treatment,305,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Any Other Query,304,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Recovery Action,292,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move out of a property,286,385,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Refund Request,268,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Missed Collection,264,120,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Repairs - appointment confirmed,247,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not done-Prov info),210,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Unsubscribe,198,3,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Existing Applications,194,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Payment Query,177,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Garden Waste - Callback Request,176,,,,,,,,,,,,,,,,,,,,,,
June,2016,Anti-Social Behaviour,Anti-Social Behaviour,Report of Anti-Social Behaviour,172,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Other Services,167,50,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Highways,165,19,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Containers,156,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,New Subscriber,136,98,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Other Enquiry,129,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Customer Updating Payment Method to DD,126,71,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Quick,124,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(AppointmentChanged),118,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(work not finished-Prov Info),117,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Chasing Progress,115,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Method Change,97,190,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Overpayments,89,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move into a property,88,231,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,"Street Clean/ LeafSweep/ Verge, Shrub Cut",87,35,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Business Rates,General Query,85,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Cancel Worksheet,60,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Business Rates,Payments / Copy Bill,58,2,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Garden Waste Scheme - Query Resolved,57,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Swap Container,53,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Bail Out,50,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,New Application for HB / CTB,46,216,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Single Person Discount,44,63,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Student discount / exemption application,44,70,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Damaged Container,39,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Assisted Collections,39,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Copy Bill,38,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,New Applications,38,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Duty Officer,37,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Abandoned Item,36,64,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Keys_and_Locks(ProvInfo),29,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Lost / Found / Stray / Stolen Dog,29,5,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Empty Property Query,28,16,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Other Exemptions Query,28,3,,,,,,,,,,,,,,,,,,,,,
June,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Other Services,Callback Request,28,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Clinical Waste Collection,27,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Drainage,24,30,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Appointment Query,23,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning & Building Control,Planning,Callback request - consultation query,23,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Water Advice,21,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Electricity Advice,21,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Other Dog Query,21,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Gas Advice,20,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Update Name / Forwarding Address,19,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Business Rates,Reliefs,15,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Repairs - Tenant Responsible,15,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Handing in Documents,14,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Report of Death,14,1,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Rechargeable repair - emergency,14,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Paper Based Compostable Sacks,13,16,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,New Build Defects Report,13,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),11,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,OCH Garden Scheme Enquiry,Garden Scheme Enquiry,11,,,,,,,,,,,,,,,,,,,,,,
June,2016,City Works,Garden Waste,Customer Reactivating Subscription,10,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Moves,Error Correction,9,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),9,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning & Building Control,Planning,Callback request - specific officer,9,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Trees,9,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,7,,,,,,,,,,,,,,,,,,,,,,
June,2016,Environmental development,Fixed Penalty Notices,Fixed Penalty Notices,7,0,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),7,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Gas,Gas Leak Reported,7,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Report of Dog Fouling,7,0,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Enforcement,7,9,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Listed Buildings; Conservation Area; TPO's; A4D,7,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Sharps,7,5,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Student Details Given,6,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,5,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Business Rates,Move Out Of A Property,5,3,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Fraud Referral,4,2,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disregard Discount Query,4,3,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Landlord Schedule,4,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Keys_and_Locks(BMA_locksmiths_permission_EMAIL),4,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Caretaking (1142),Communal repair - passed to Caretaker,4,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Bus Shelters,4,3,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Enforcement,4,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Trade Waste,4,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Connect Query,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Exemption / Discount Cancellation,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Handing in Documents,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Recharge form issued - NFA until returned,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Repairs Exemption,3,0,,,,,,,,,,,,,,,,,,,,,
June,2016,Oxford City Homes,Repairs to Homes,Not OCC Property,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Building Control,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Car Parks,3,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Animal Fouling,3,15,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Dead Animals,3,14,,,,,,,,,,,,,,,,,,,,,
June,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Public Toilets,3,0,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Business Rates,Move Into A Property,2,1,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Severely Mentally Impaired,2,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning & Building Control,Planning,Key dates enquiry,2,,,,,,,,,,,,,,,,,,,,,,
June,2016,Planning and Building Control,Planning,Do I Require Planning Permission?,2,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Universal Credit,1,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Claim for Second Adult Rebate,1,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disabled Discount Query,1,1,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Error Correction (discounts / exemptions),1,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Benefit on Two Homes,1,,,,,,,,,,,,,,,,,,,,,,
June,2016,Electoral Services,Electoral Services,Electoral Services - Query Resolved,1,,,,,,,,,,,,,,,,,,,,,,
June,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Fixed Penalty Notices,Fixed Penalty Notices,1,,,,,,,,,,,,,,,,,,,,,,
