Block Address,Job Number,Description of repairs,Date Job Raised, Price to Charge (£) ,No of Flats, Charge per flat (£) ,
38-48 EVEN PAULING ROAD,08795142,S/F SITE SPECIFIC SIGNAGE TO CONFORM WITH CURRENT FIRE REGULATIONS  ,19/12/2016, 44.40 ,6, 7.40 ,
50-60 EVEN PAULING ROAD,08795254,S/F SITE SPECIFIC SIGNAGE TO CONROM TO CURRENT FIRE REGULATIONS,19/12/2016, 20.52 ,6, 3.42 ,
50-60 EVEN PAULING ROAD,09009770,UNPLANNED STORM WORK. JOB COMPLETED.,29/03/2017, 360.00 ,6, 60.00 ,
13-19 ODD PEAT MOORS,08298573,"REPAIR LEAKING DRAINPIPE ON UPPER FLOOR, EXTERIOR, REAR OF PROPERTY. WATER FROM SINK OR WHB IS SPILLING ONTO REAR PATIO.",11/04/2016, 137.77 ,4, 34.44 ,
13-19 ODD PEAT MOORS,08907936,PLEASE ATTEND TO SECURITY LIGHT NOT WORKING -,10/02/2017, 42.71 ,4, 10.68 ,
13-19 ODD PEAT MOORS,08972648,2 MAN JOB - LADDERS NEEDED TO CHECK SECURITY LIGHT,10/03/2017, 86.84 ,4, 21.71 ,
208-230 EVEN PEGASUS ROAD,08414003, WATER TANKS THAT ARE ABOVE HER FLAT BY THE COMMUNAL AREA ARE LERAKING AND IT IS GOING INTO HER PROPERTY,10/06/2016, 105.76 ,12, 8.81 ,
208-230 EVEN PEGASUS ROAD,08850537,REPLACE LIGHT FITTING INSIDE FRONT DOOR - REF JB,17/01/2017, 13.48 ,12, 1.12 ,
208-230 EVEN PEGASUS ROAD,08897046,PLEASE INVESTIGATE REPORTS OF NOISE IN WATER PIPES THROUGHOUT BLOCK.  PLEASE SEE 08129299 AS PREVIOSULY ATTENDED,06/02/2017, 93.87 ,12, 7.82 ,
208-230 EVEN PEGASUS ROAD,09011508,CRACKED GLASS ON THE REAR SECURITY DOOR OF THE PROPERTY,30/03/2017, 60.77 ,12, 5.06 ,
248-254 EVEN PEGASUS ROAD,08295684,PLS INSPECT THE DWNPIPE &AMP; GUTTERING ON THE LHS OF NO. 248 AS LEAKING,08/04/2016, 40.16 ,4, 10.04 ,
13-35 ODD PENNYWELL DRIVE,08330015,"FRONT DOOR TO BLOCK NOT CLOSING PROPERLY, NEEDS REPAIR ",28/04/2016, 25.59 ,12, 2.13 ,
13-35 ODD PENNYWELL DRIVE,08515629,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110.  CHERWELL WARD,08/08/2016," 3,000.00 ",12, 250.00 ,
13-35 ODD PENNYWELL DRIVE,08580328,CARRY OUT EMERGENCY LIGHTING TO BLOCK - AS PER B THOMPSON,14/09/2016," 3,000.00 ",12, 250.00 ,
13-35 ODD PENNYWELL DRIVE,08759784,CARRY OUT ALL FLOORING WORKS - ,01/12/2016," 3,000.00 ",12, 250.00 ,
13-35 ODD PENNYWELL DRIVE,08824705,REPLACE TRIP RAIL TO FRONT OF BLOCK REF IH,05/01/2017, 430.24 ,12, 35.85 ,
13-35 ODD PENNYWELL DRIVE,08826543,SUPPLY AND FIT SITE SPECIFIC SIGNAGE TO COMPLY WITH CURRENT FIRE REGULATION. ,05/01/2017, 165.71 ,12, 13.81 ,
13-35 ODD PENNYWELL DRIVE,08975160,"PLEASE ATTEND TO COMMUNAL DOOR. DOESNT CLOSE, KEY OPERATED - TIMBER/PERSPEX DOOR. REQUESTED BY ESTATES OFFICER",13/03/2017, 37.07 ,12, 3.09 ,
37-59 ODD PENNYWELL DRIVE,08461528,ELECTRICAL INSPECTION  COMMUNAL BLOCK 37-47,07/07/2016, 130.00 ,12, 10.83 ,
37-59 ODD PENNYWELL DRIVE,08515645,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110.  CHERWELL WARD PLEASE VISIT ALL FLATS,08/08/2016, 400.00 ,12, 33.33 ,
37-59 ODD PENNYWELL DRIVE,08531560,BLOCK 37-47 ELECTRICAL REMEDIAL WORK FOLLOWING PIR REPORT,17/08/2016, 310.23 ,12, 25.85 ,
37-59 ODD PENNYWELL DRIVE,08545756,WHEN TNTS PUT THEIR KEYS IN THE LOCK TO MED THEY ARE GETTING STUCK.  ,23/08/2016, 27.80 ,12, 2.32 ,
37-59 ODD PENNYWELL DRIVE,08580344,CARRY OUT EMERGENCY LIGHTING TO BLOCK -,14/09/2016," 3,000.00 ",12, 250.00 ,
37-59 ODD PENNYWELL DRIVE,08705158,PROLEC TO CARRY OUT REMEDIAL WORK TO 37-47 PENNYWELL DRIVE,08/11/2016, 656.85 ,12, 54.74 ,
37-59 ODD PENNYWELL DRIVE,08965716,CALL FROM FLAT 41 ALL APPLIANCE BLOCKED AND HAS ADVISED SO IS FLAT ABOVE. DRAINAGE SLOW. IF ACCESS NEEDED TO FLAT 41 SHE WILL BE OUT FOR SCHHOOL RUN 12:20-13:45 AND 15:20-15:45 SOUNDS LIKE EXTERNAL DRAIN BLOCKED,07/03/2017, 21.18 ,12, 1.77 ,
37-59 ODD PENNYWELL DRIVE,08965729,EXTERNAL WOODEN GATE TO BIN STORE IS JAMMED AND HARD TO OPEN,07/03/2017, 25.15 ,12, 2.10 ,
61-83 ODD PENNYWELL DRIVE,08515658,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110.  CHERWELL WARD PLEASE VISIT ALL FLATS,08/08/2016," 2,975.00 ",12, 247.92 ,
61-83 ODD PENNYWELL DRIVE,08580373,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 3,000.00 ",12, 250.00 ,
61-83 ODD PENNYWELL DRIVE,08759825,CARRY OUT ALL FLOORING WORKS - ,01/12/2016," 3,000.00 ",12, 250.00 ,
1-11 ODD PICKETT AVENUE,08405250,CARRY OUT ELECTRIAVL INSPECTION TO COMMUNAL AREA  1-11 ODD,06/06/2016, 130.00 ,6, 21.67 ,
1-11 ODD PICKETT AVENUE,08512251,PLS ATTEND TO COMMUNAL WASHING LINE IS BROKEN.,04/08/2016, 401.80 ,6, 66.97 ,
1-11 ODD PICKETT AVENUE,08733265,GUTTERING IS BLOCKED AROUND THE BLOCK,21/11/2016, 226.57 ,6, 37.76 ,
1-11 ODD PICKETT AVENUE,08733278, ADVISED NOT SURE - BUT SOMETHING IS BLOCKED AND NOTHING IS DRAINING AROUND THE DRAINS ON OUTSIDE OF PROPERTY - PLEASE INSPECT,21/11/2016, 15.44 ,6, 2.57 ,
1-11 ODD PICKETT AVENUE,08794934,S/F SITE SPECIFIC SIGNAGE TO COMPLY WITH CURRENT FIRE REGULATIONS  ,19/12/2016, 27.82 ,6, 4.64 ,
1-11 ODD PICKETT AVENUE,08961031,OUTSIDE LIGHT BY MED IS NOT WORKING,06/03/2017, 32.31 ,6, 5.39 ,
13-23 ODD PICKETT AVENUE,08412265,ELECTRICAL INSPECTION  13-23 COMMUNAL AREA  09/06/2016,09/06/2016, 130.00 ,6, 21.67 ,
13-23 ODD PICKETT AVENUE,08462611,PB00026 - ELECTRICAL REMEDIAL WORK TO BE CARRIED OUT IPN4/0006719,08/07/2016, 128.46 ,6, 21.41 ,
13-23 ODD PICKETT AVENUE,08794905,S/F SITE SPECIFIC SIGNAGE TO COMPLY WITH CURRENT FIRE REGULATIONS,19/12/2016, 22.95 ,6, 3.83 ,
13-23 ODD PICKETT AVENUE,08848668,REPORTED BY EO  - COMMUNAL LIGHT WONT TIME OUT SO CONSTANTLY ON,16/01/2017, 57.04 ,6, 9.51 ,
13-23 ODD PICKETT AVENUE,08859514,DUCK TILL DAWN SENSOR REQUIRED - REF MC/GM,20/01/2017, 38.93 ,6, 6.49 ,
1-85 PLOWMAN TOWER,08290775,LIGHT HANGING FROM CEILING FLOOR 5 OPPOSITE BIN CHUTE - ,06/04/2016, 63.26 ,85, 0.74 ,
1-85 PLOWMAN TOWER,08303512,VPS - PUMP ROOM - HIRE OF ALARM & PIRS - CONTINUATION OF JOB 07733859,13/04/2016," 2,534.66 ",85, 29.82 ,
1-85 PLOWMAN TOWER,08312790,HA-CONTRACT-BS389110-FOR THE INSPECTION AND MAINTENANCE OF WATER BOOSTING EQUIPMENT (FOR 3 MONTHS ONLY),19/04/2016, 117.37 ,85, 1.38 ,
1-85 PLOWMAN TOWER,08364377,PROLEC TO CARRY OUT ELECTRICAL REMEDIAL WORK  ,13/05/2016," 8,222.50 ",85, 96.74 ,
1-85 PLOWMAN TOWER,08366131,"REPORTED CARETAKER OF PLOWMANS TOWERS, LOCK TO ELECTRIC CUPBOARD ON LEVEL 8 HAS BEEN VANDALISED AND BROKE",16/05/2016, 83.83 ,85, 0.99 ,
1-85 PLOWMAN TOWER,08367253,PLEASE ATTEND STOP TAP ON LANDING FOR 23 PLOWMAN TOWER. STOP TAP SEIZED UP. ,16/05/2016, 67.17 ,85, 0.79 ,
1-85 PLOWMAN TOWER,08369033,PLEASE REPLACE EZZB NIGHT LATCH CYLINDER TO ELECTRIC CUPBOARD LEVEL 8 - REF SB/DC,17/05/2016, 40.18 ,85, 0.47 ,
1-85 PLOWMAN TOWER,08405023,BETWEEN FLATS 8 AND 9 ON LEVEL 2 IS AN ACCESS PANEL WITH SERVICE PIPES AND STOP COCK. THERE IS A SEVERE LEAK COMING FROM THERE AND INTO FLAT BELOW. CONTACT IS OUR CARETAKER ,06/06/2016, 40.30 ,85, 0.47 ,
1-85 PLOWMAN TOWER,08406541,2 MAN JOB - PLEASE ATTEND TO LEAK - APPEARS TO BE FROM 3RD FLOOR FLATS 14/15 - IN SERVICE DUCT BETWEEN FLATS - REF S.B. NTCO,07/06/2016, 301.92 ,85, 3.55 ,
1-85 PLOWMAN TOWER,08410427,ELECTRICAL INSPECTION FOR THE TOWER PUMP ROOM  22/06/2016,08/06/2016, 130.00 ,85, 1.53 ,
1-85 PLOWMAN TOWER,08411172,ATTEND TO BLOCKAGE FLAT 15,09/06/2016, 99.72 ,85, 1.17 ,
1-85 PLOWMAN TOWER,08452762,"PLEASE ATTEND HOPPER CONNECTING GUTTERING AND DRAIN PIPE. HOPPER HAS SPLIT, RAINWATER COMING THROUGH CRACK, NEEDS REPLACING. ",01/07/2016, 91.08 ,85, 1.07 ,
1-85 PLOWMAN TOWER,08452791,PLEASE ATTEND TO ATTACH PIGEON WIRE/NETTING TO PREVENT PIGEONS NESTING IN HOPPER. ,01/07/2016, 746.35 ,85, 8.78 ,
1-85 PLOWMAN TOWER,08481397,APP THURS 21ST JULY KEY SNAPPED OFF IN LAUNDRY ROOM DOOR GIVES ACCESS TO THE ONLY TOILET IN THE BLOCK.  THE WOODEN DOOR IS CURRENTLY LOCKED.  REPORTED BY EO ,20/07/2016, 56.48 ,85, 0.66 ,
1-85 PLOWMAN TOWER,08506818,PLEASE ATTEND DOWNPIPE AND EXTERNAL DRAIN. LEAK COMING DOWN INTO FLAT 2 FROM ABOVE. SMELL OF ROTTEN EGGS. THINK THE DRAIN MAY BE BLOCKED TOO. ,02/08/2016, 14.66 ,85, 0.17 ,
1-85 PLOWMAN TOWER,08508078,HA-CONTRACT-BS389110-FOR THE INSPECTION AND MAINTENANCE OF WATER BOOSTING EQUIPMENT,03/08/2016, 330.04 ,85, 3.88 ,
1-85 PLOWMAN TOWER,08530547,"REPORTED BY , ESTATE OFFICER  WINDOW IN CORRIDOR ON LEVEL 2 NOT CLOSING   ",17/08/2016, 24.82 ,85, 0.29 ,
1-85 PLOWMAN TOWER,08599506,CONFIRMATION ORDER TO PAY 2ND INVOICE - PREVIOUS JOB CHARGED IN ERROR,21/09/2016," 3,978.84 ",85, 46.81 ,
1-85 PLOWMAN TOWER,08622039,ACROPOL EDGE OF BALCONY TO FLAT 77 TO ALLEVIATE LEAKS INTO LOUNGE OF LEASEHOLDER  BELOW - REF BJ,03/10/2016, 72.36 ,85, 0.85 ,
1-85 PLOWMAN TOWER,08628370, LADDER REQD TO REPAIR SECUITY LIGHS FACING GARAGES AT THE BACK AND THEY ARE SPOT LIGHTS,06/10/2016, 84.52 ,85, 0.99 ,
1-85 PLOWMAN TOWER,08666448,"PLEASE ATTEND PLUMBING BETWEEN FLAT 23 AND 24, BAD SMELL BUT BTHRM WORKING FINE. NOT SURE WHAT ISSUE IS. ",19/10/2016, 46.32 ,85, 0.54 ,
1-85 PLOWMAN TOWER,08738736, PLEASE ATTEND TO RUBBISH SHOOT COVER IN BIN STORE AREA - ,23/11/2016, 19.86 ,85, 0.23 ,
1-85 PLOWMAN TOWER,08746441,EO REPORTS THAT 4TH FLOOR SMELLS OF SEWAGE - SMELL COMES AND GOES. PLEASE INVESTIGATE CAUSE AND LOCATION.,28/11/2016, 37.51 ,85, 0.44 ,
1-85 PLOWMAN TOWER,08756556,CARRY OUT FIRE RETARDANT WORKS TO ENTRANCE FRAMES TO ALL FLATS IN PLOWMAN TOWER,30/11/2016," 12,750.00 ",85, 150.00 ,
1-85 PLOWMAN TOWER,08779186,ASBESTOS SURVEYS,09/12/2016, 241.05 ,85, 2.84 ,
1-85 PLOWMAN TOWER,08793742,DRAIN IN BIN STORE BROKEN AND NOW OPEN HOLE - REPORTED BY EO KS - DANGER,19/12/2016, 100.90 ,85, 1.19 ,
1-85 PLOWMAN TOWER,08799124,SHED DOORS FOR 26-48 HAVE BEEN VANDALISED & KICKED OPEN. PLS ATTEND TO SECURE. EO TO CONTACT POLICE REGARDING THIS.,21/12/2016, 140.40 ,85, 1.65 ,
1-85 PLOWMAN TOWER,08832098,REPLACE BARREL TO PUMP ROOM LOCK AT PLOWMAN TOER -,09/01/2017, 43.67 ,85, 0.51 ,
1-85 PLOWMAN TOWER,08853091,PLS FORCE ENTRY TO LOCK ON ELECTRICAL CUPBOARD ON FLOOR 11 - CONTRACTORS NEED IMMEDIATE ACCESS - STANDARD EZZB LOCK - TURNING BUT WON'T OPEN,18/01/2017, 113.08 ,85, 1.33 ,
1-85 PLOWMAN TOWER,08855280,HA-CONTRACT-BS389110-FOR THE INSPECTION AND MAINTENANCE OF WATER BOOSTING EQUIPMENT,18/01/2017, 361.29 ,85, 4.25 ,
1-85 PLOWMAN TOWER,08862930,NTCO C/O MN - BLOCKED DRAINS (47-48) - REF DRAINGAIN,21/01/2017, 221.38 ,85, 2.60 ,
1-85 PLOWMAN TOWER,08873480,"FIT STEEL SECURITY DOOR, SET TO PUMP/PLANT ROOM - AS PER SPEC - ",26/01/2017," 4,191.67 ",85, 49.31 ,
1-85 PLOWMAN TOWER,08877970,CARRY OUT REWIRE TO PUMP ROOM,27/01/2017," 6,928.08 ",85, 81.51 ,
1-85 PLOWMAN TOWER,08917674,PLEASE INSULATE COLD WATER PIPES IN THE TOWER PLAYBASE TO PROTECT FROM INDIRECT HEAT,15/02/2017, 116.07 ,85, 1.37 ,
1-85 PLOWMAN TOWER,08927114,"PLS ATTEND TO DRY RISER PANELS ON FLOOR GROUND, 5 AND 8 FOLLOWING FIRE BRIGADE GOING OUT. PANELS HAVE BEEN BROKEN AND NEEDS TO BE BOARDED UP AS TENANTS CAN GAIN ACCESS TO THEIR EQUIPMENT REPORTED BY  EO",20/02/2017, 47.22 ,85, 0.56 ,
1-85 PLOWMAN TOWER,08928223,DOOR TO COMMUNAL SHED AREA HAS A LOSE LATCH. DOOR SWINGS OPEN A LOT.,20/02/2017, 39.85 ,85, 0.47 ,
1-85 PLOWMAN TOWER,08928492,PLS ATTEND DRY RISER PANELS ON GROUND FLOOR FOLLOWING FIRE BRIGADE. MISSED DURING JOB 08927114 ATTENDED YESTERDAY.,21/02/2017, 35.30 ,85, 0.42 ,
1-85 PLOWMAN TOWER,08937977,PLEASE ATTEND TO METAL TRUNKING IN THE CORRIDOR BY THE STAIRCASE AT THE ENTRANCE TO THE BLOCK AS TRUNKING IS COMING OFF THE TOP OF THE WALL. REPORTED BY EO,24/02/2017, 22.95 ,85, 0.27 ,
1-85 PLOWMAN TOWER,08949833,REPORTED BY EO PLEASE ATTEND TO LIGHT IN ENTRANCE LOBBY EO HAS CHANGED LIGHTBULD STILL NOT WORKING,28/02/2017, 15.29 ,85, 0.18 ,
1-85 PLOWMAN TOWER,08949846,REPORTED BY EO SHEDS 21-46 HAVE INCORRECT LOCKS ON THEY HAVE CIRCLE LOCKS NEED SQUARE LOCKS AS BEING BROKEN INTO PLEASE ATTEND INSPECT AND REPLACE LOCKS,28/02/2017, 25.59 ,85, 0.30 ,
1-85 PLOWMAN TOWER,08954688,PLEASE ATTEND TO COMMUNAL SHED DOOR THE LOCK NEEDS REPLACING TO KEEP DOOR SECURE REPORTED BY EO ,01/03/2017, 52.08 ,85, 0.61 ,
1-85 PLOWMAN TOWER,08954716,PLEASE ATTEND TO BULK EAD LIGHT IN COMMUNAL SED HAS BEEN PULLED OFF AS DOOR NOT SECURE-DOOR JOB ALSO RAISED,01/03/2017, 63.42 ,85, 0.75 ,
1-85 PLOWMAN TOWER,08958686,CLEAR FLY TIPPING ON HRA LAND AROUND PLOWMAN TOWER,03/03/2017, 475.96 ,85, 5.60 ,
1-85 PLOWMAN TOWER,08993386,CALL FROM  EO BAYDALE HAVE ATTENDED ADVISED NOT THEIR JOB NEEDS A LOCK SMITH TO BREAK INTO REAR ENTRY DOOR FOR BLOCK AND REPAIR LOCK/LATCH - NEEDS TO ACCESS FROM REAR DOOR AS FRONT DOOR WILL BE BLOCKED SHORTLY DUE TO REFURB,21/03/2017, 37.51 ,85, 0.44 ,
1-85 PLOWMAN TOWER,08995348,"EO  REPORTED THAT ACCESS PANEL ON THE COLUMN IN THE MIDDLE OF THE ENTRANCE LOBBY NEEDS FIXING. THERE IS A BIG HOLE ON IT, PANEL IS MISSING, IT NEEDS TO BE URGENT AS ALL ELECTRICAL WIRES ETC RUNNING INSIDE, ALSO ASBESTOS ON THE BACK OF I",22/03/2017, 160.97 ,85, 1.89 ,
1-85 PLOWMAN TOWER,09007974,PLEASE ATTEND TO REPAIR COMMUNAL BACK DOOR IS NOT LOCKING THE HANDLE IS FLIMSY.,28/03/2017, 101.85 ,85, 1.20 ,
1-85 PLOWMAN TOWER,09009783,"PLEASE ATTEND TO REAR COMUNNAL DOOR NOT LOCKING., LATCH IS NIOT SITTING IN KEEP AND DOOR HANLDE FLOPPY LIKE RETURN SPRING IS BROKEN.  REPORTED BY ESTATE OFFICER , LAST ATTENDED ON JOB 09007974 BUT  REPORTS DOOR EXACTLY THE",29/03/2017, 16.76 ,85, 0.20 ,
43-81 ODD WESTLANDS DRIVE,08277398,PLEASE CHECK DRAINES OUTSIDE HAD A LEAK IN HIS KITCHEN HE HAS CHECKED ALL THE DRAINAGE SYSTEM INSIDE AND THAT IS CLEAR BUT WAS TOLD FROM DIRECT SERVICES IT COULD BE OUT SIDE,01/04/2016, 42.43 ,10, 4.24 ,
43-81 ODD WESTLANDS DRIVE,08569594,ROOF OF SHED BLOCK IS LEAKING-,08/09/2016, 101.88 ,10, 10.19 ,
43-81 ODD WESTLANDS DRIVE,08975199,PLEASE ATTEND TO 4X OUTSIDE LIGHTS NOT WORKING. REQUESTED BY ESTATES OFFICER,13/03/2017, 263.57 ,10, 26.36 ,
1-27 ODD PREACHERS LANE,08803322,REMEDIAL WORK TO BE CARRIED OUT,22/12/2016," 1,189.79 ",14, 84.99 ,
1-27 ODD PREACHERS LANE,08964649,ELECTRICAL ALTERATIONS TO DOOR ENTRY SUPPLY,07/03/2017, 621.00 ,14, 44.36 ,
67-93 ODD PREACHERS LANE,08649456,"PLS ATTEND TO BACK OF THE BLOCK GUTTER UNION IS APART, WATER IS GUSHING ON TO THE FLAT BELOW BATHROOM.",17/10/2016, 192.96 ,14, 13.78 ,
67-93 ODD PREACHERS LANE,08701697,REFUSE CHUTE COVER MISSING,07/11/2016, 56.49 ,14, 4.04 ,
67-93 ODD PREACHERS LANE,08926485,LOCK ON GATE HAS BEEN FORCED OPEN,20/02/2017, 28.68 ,14, 2.05 ,
25-35 ODD PRIORY ROAD,08418618,"TWO LIGHTS, ONE ON GROUND FLOOR ONE ON FIRST FLOOR WONT TURN ON, EO  HAS TRIED CHANGING.",14/06/2016, 203.58 ,6, 33.93 ,
25-35 ODD PRIORY ROAD,08464110,"REPLACE THE HANDLE ON THE RUBBISH DOOR, REPORTED IT HAS COMES OFF",08/07/2016, 60.57 ,6, 10.10 ,
25-35 ODD PRIORY ROAD,08580724,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,480.05 ",6, 246.68 ,
25-35 ODD PRIORY ROAD,08635905,PLASE ATTEND TO BROKEN HANDLE AND LOCK ON BIN STORE - REF S.E.,10/10/2016, 44.80 ,6, 7.47 ,
25-35 ODD PRIORY ROAD,08759375,CARRY OUT FLOORING WORKS -,01/12/2016," 1,500.00 ",6, 250.00 ,
25-35 ODD PRIORY ROAD,08798734,S/F SITE SPECIFIC SIGNAGE TO COMPLY WITH CURRENT FIRE REGULATIONS ,20/12/2016, 50.90 ,6, 8.48 ,
25-35 ODD PRIORY ROAD,08890360,NEED OPPOSING INLET AND OUTLET SUPPLIES TO THE CWST,01/02/2017, 264.92 ,6, 44.15 ,
25-35 ODD PRIORY ROAD,08966010,THE HANDLE AND THE SEAL OF THE WINDOW ON THE FIRST FLOOR COMMUNAL AREA HAS BEEN DAMAGED AND RIPPED OFF.,07/03/2017, 63.85 ,6, 10.64 ,
121-131 ODD PRIORY ROAD,08374297,PLS ATTEND TO INSPECT DRAINAGE FOR BLOCK.APPLIANCE DRAINING VERY SLOWLY.,19/05/2016, 24.27 ,6, 4.05 ,
121-131 ODD PRIORY ROAD,08580708,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,480.05 ",6, 246.68 ,
121-131 ODD PRIORY ROAD,08759599,CARRY OUT ALL FLOORING WORKS - ,01/12/2016," 1,500.00 ",6, 250.00 ,
121-131 ODD PRIORY ROAD,08798169,S/F SITE SPECIFIC SIGNAGE TO COMPLY WITH CURRENT FIRE REGULATIONS ,20/12/2016, 37.96 ,6, 6.33 ,
121-131 ODD PRIORY ROAD,08870562,"REPORTED BY EO, A BROKEN HANDLE ON THE TOP FLOOR WINDOW ON THE LANDING",25/01/2017, 51.77 ,6, 8.63 ,
37-47 ODD PRIORY ROAD,08497459," GUTTERING AT FRONT OF BLOCK NOT ALIGNED WITH DOWN PIPE AND DOWNPIPE COMING AWAY FROM WALLS, BRACKETS BROKEN",27/07/2016, 72.36 ,6, 12.06 ,
37-47 ODD PRIORY ROAD,08580737,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,480.05 ",6, 246.68 ,
37-47 ODD PRIORY ROAD,08629968,COMMUNAL STAIRWELL LIGHTS NOT WORKING. ,06/10/2016, 49.25 ,6, 8.21 ,
37-47 ODD PRIORY ROAD,08635918,PLEASE ATTEND TO BROKEN LOCK ON BIN STORE - REF E.S.,10/10/2016, 26.28 ,6, 4.38 ,
37-47 ODD PRIORY ROAD,08759388,CARRY OUT FLOORING WORKS - ,01/12/2016," 1,500.00 ",6, 250.00 ,
37-47 ODD PRIORY ROAD,08890133,NEED OPPOSING INLET AND OUTLET SUPPLIES TO THE CWST,01/02/2017, 180.59 ,6, 30.10 ,
61-71 ODD PRIORY ROAD,08580779,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,480.05 ",6, 246.68 ,
61-71 ODD PRIORY ROAD,08759458,CARRY OUT ALL FLOORING WORKS - ,01/12/2016," 1,500.00 ",6, 250.00 ,
61-71 ODD PRIORY ROAD,08798648,S/F SITE SPECIFIC SIGNAGE TO CONFORM TO CURRENT FIRE REGULATIONS,20/12/2016, 22.54 ,6, 3.76 ,
61-71 ODD PRIORY ROAD,08890117,NEED OPPOSING INLET AND OUTLET SUPPLIES TO THE CWST,01/02/2017, 798.59 ,6, 133.10 ,
61-71 ODD PRIORY ROAD,08990583,PM - SUPPLY AND FIT BOW TOP FENCING,20/03/2017," 1,500.00 ",6, 250.00 ,
109-119 ODD PRIORY ROAD,08462541,SIDE GATE TO REAR COMMUNAL GARDEN HAS BEEN DAMAGED AND LOCK BROKEN,08/07/2016, 26.47 ,6, 4.41 ,
109-119 ODD PRIORY ROAD,08580696,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,500.00 ",6, 250.00 ,
109-119 ODD PRIORY ROAD,08635921,NO LOCK ON BIN STORE - PLEASE SUPPLY AND FIT - REF S.E.,10/10/2016, 113.54 ,6, 18.92 ,
109-119 ODD PRIORY ROAD,08759573,CARRY OUT ALL FLOORING WORKS,01/12/2016," 1,500.00 ",6, 250.00 ,
109-119 ODD PRIORY ROAD,08798198,S/F SITE SPECIFIC SIGNAGE TO COMPLY WITH CURRENT FIRE REGULATIONS ,20/12/2016, 77.34 ,6, 12.89 ,
109-119 ODD PRIORY ROAD,08836715,LEAKY PIPE IN LOFT ,10/01/2017, 64.44 ,6, 10.74 ,
109-119 ODD PRIORY ROAD,08849016,LEAKY PIPE IN LOFT REPORTED ,16/01/2017, 85.91 ,6, 14.32 ,
109-119 ODD PRIORY ROAD,08864299,ACCESS VIA 119 (PRIVATE) NEQ 1M FLEXI REQUIRED FROM SVP TO TILE VENT - REF SB,23/01/2017, 76.59 ,6, 12.77 ,
13-23 ODD PRIORY ROAD,08580711,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,500.00 ",6, 250.00 ,
13-23 ODD PRIORY ROAD,08631642,ALL LIGHTS IN COMMUNAL AREA OF THIS BLOCK HAVE STOPPED WORKING ,07/10/2016, 116.98 ,6, 19.50 ,
13-23 ODD PRIORY ROAD,08635848,HANDLE ON BIN STORE IS BROKEN - REF E.S.,10/10/2016, 114.14 ,6, 19.02 ,
13-23 ODD PRIORY ROAD,08759346,CARRY OUT FLOORING WORKS - ,01/12/2016," 1,500.00 ",6, 250.00 ,
49-59 ODD PRIORY ROAD,08580740,CARRY OUT EMERGENCY LIGHTING TO BLOCK - ,14/09/2016," 1,480.05 ",6, 246.68 ,
49-59 ODD PRIORY ROAD,08759403,CARRY OUT ALL FLOORING WORKS - ,01/12/2016," 1,500.00 ",6, 250.00 ,
49-59 ODD PRIORY ROAD,08798680,S/F SITE SPECIFIC SIGNAGE TO CONPLY WITH CURRENT FIRE REGULATIONS ,20/12/2016, 38.37 ,6, 6.40 ,
97-107 ODD PRIORY ROAD,08418634,"PLEASE ATTEND TO A QUARTER OF FENCE THAT HAS BEEN PULLED OR SNAPPED OFF COMPLETELY, IS NOW NOT STANDING UP",14/06/2016, 17.37 ,6, 2.90 ,
97-107 ODD PRIORY ROAD,08428455,"PLS ATTEND TO GUTTERING ON THE LHS AND RHS AT THE FRONT OF THE BLOCK, WHICH HAS COME AWAY FROM THE DOWNPIPE CAUSING REALLY BAD LEAKING WHEN IT RAINS.",20/06/2016, 63.30 ,6, 10.55 ,
97-107 ODD PRIORY ROAD,08580823,CARRY OUT EMERGENCY LIGHTING TO BLOCK -,14/09/2016," 1,500.00 ",6, 250.00 ,
97-107 ODD PRIORY ROAD,08636225,NEW GULLY REQUIRED - BLOCKED - REF B.S.,10/10/2016, 194.81 ,6, 32.47 ,
97-107 ODD PRIORY ROAD,08759557,CARRY OUT ALL FLOORING WORKS -,01/12/2016," 1,500.00 ",6, 250.00 ,
97-107 ODD PRIORY ROAD,08798367,S/F SITE SPECIFIC SIGNAGE TO CONFORM WITH CURRENT FIRE REGULATIONS ,20/12/2016, 49.77 ,6, 8.30 ,
1-6 PURS LANE,08346966,LIGHT NOT WORKING ON TOP FLOOR. EO REPORTED,04/05/2016, 11.92 ,6, 1.99 ,
1-6 PURS LANE,08346979,"WINDOWS JAMMED SHUT, SOMEONE RIPPED HANDLES OFF. EO ",04/05/2016, 38.41 ,6, 6.40 ,
